('49280', (('11', '1.5', '1231676352'), 'Fantasy'))
('49280', (('94106', '3.5', '1290378906'), 'Fantasy'))
('49280', (('94106', '3.5', '1290378906'), 'Action'))
('49280', (('94106', '3.5', '1290378906'), 'Thriller'))
('49280', (('94287', '4.0', '1215875198'), 'Fantasy'))
('49280', (('94287', '4.0', '1215875198'), 'Action'))
('49280', (('94287', '4.0', '1215875198'), 'Thriller'))
('49280', (('95593', '3.0', '1262005733'), 'Fantasy'))
('49280', (('95593', '3.0', '1262005733'), 'Action'))
('49280', (('95593', '3.0', '1262005733'), 'Thriller'))
('5589', (('96068', '3.5', '1077817472'), 'Music'))
('5589', (('96068', '3.5', '1077817472'), 'Comedy'))
('5589', (('96068', '3.5', '1077817472'), 'Family'))
('49280', (('96693', '4.0', '1194320221'), 'Fantasy'))
('49280', (('96693', '4.0', '1194320221'), 'Action'))
('49280', (('96693', '4.0', '1194320221'), 'Thriller'))
('5589', (('96714', '3.0', '1069189227'), 'Music'))
('5589', (('96714', '3.0', '1069189227'), 'Comedy'))
('5589', (('96714', '3.0', '1069189227'), 'Family'))
('49280', (('96714', '3.5', '1167244521'), 'Fantasy'))
('49280', (('96714', '3.5', '1167244521'), 'Action'))
('49280', (('96714', '3.5', '1167244521'), 'Thriller'))
('49280', (('97140', '4.0', '1318968164'), 'Fantasy'))
('49280', (('97140', '4.0', '1318968164'), 'Action'))
('49280', (('97140', '4.0', '1318968164'), 'Thriller'))
('5589', (('97293', '2.5', '1063981269'), 'Music'))
('5589', (('97293', '2.5', '1063981269'), 'Comedy'))
('5589', (('97293', '2.5', '1063981269'), 'Family'))
('49280', (('97544', '4.0', '1178842384'), 'Fantasy'))
('49280', (('97544', '4.0', '1178842384'), 'Action'))
('49280', (('97544', '4.0', '1178842384'), 'Thriller'))
('5589', (('97708', '4.0', '1032284394'), 'Music'))
('5589', (('97708', '4.0', '1032284394'), 'Comedy'))
('5589', (('97708', '4.0', '1032284394'), 'Family'))
('5589', (('98109', '4.0', '1034312847'), 'Music'))
('5589', (('98109', '4.0', '1034312847'), 'Comedy'))
('5589', (('98109', '4.0', '1034312847'), 'Family'))
('49280', (('98415', '2.5', '1177527764'), 'Fantasy'))
('49280', (('98415', '2.5', '1177527764'), 'Action'))
('49280', (('98415', '2.5', '1177527764'), 'Thriller'))
('5589', (('98759', '3.0', '1059705350'), 'Music'))
('5589', (('98759', '3.0', '1059705350'), 'Comedy'))
('5589', (('98759', '3.0', '1059705350'), 'Family'))
('49280', (('98760', '3.5', '1232841332'), 'Fantasy'))
('49280', (('98760', '3.5', '1232841332'), 'Action'))
('49280', (('98760', '3.5', '1232841332'), 'Thriller'))
('49280', (('98787', '2.0', '1466836084'), 'Fantasy'))
('49280', (('98787', '2.0', '1466836084'), 'Action'))
('49280', (('98787', '2.0', '1466836084'), 'Thriller'))
('5589', (('98900', '2.5', '1068271604'), 'Music'))
('5589', (('98900', '2.5', '1068271604'), 'Comedy'))
('5589', (('98900', '2.5', '1068271604'), 'Family'))
('49280', (('98900', '2.0', '1182151132'), 'Fantasy'))
('49280', (('98900', '2.0', '1182151132'), 'Action'))
('49280', (('98900', '2.0', '1182151132'), 'Thriller'))
('5589', (('99063', '3.0', '1057292774'), 'Music'))
('5589', (('99063', '3.0', '1057292774'), 'Comedy'))
('5589', (('99063', '3.0', '1057292774'), 'Family'))
('49280', (('99182', '2.5', '1184515713'), 'Fantasy'))
('49280', (('99182', '2.5', '1184515713'), 'Action'))
('49280', (('99182', '2.5', '1184515713'), 'Thriller'))
('5589', (('99279', '3.0', '1036601663'), 'Music'))
('5589', (('99279', '3.0', '1036601663'), 'Comedy'))
('5589', (('99279', '3.0', '1036601663'), 'Family'))
('5589', (('100021', '2.5', '1123013793'), 'Music'))
('5589', (('100021', '2.5', '1123013793'), 'Comedy'))
('5589', (('100021', '2.5', '1123013793'), 'Family'))
('49280', (('100082', '2.5', '1231462223'), 'Fantasy'))
('49280', (('100082', '2.5', '1231462223'), 'Action'))
('49280', (('100082', '2.5', '1231462223'), 'Thriller'))
('49280', (('100090', '3.5', '1185835046'), 'Fantasy'))
('49280', (('100090', '3.5', '1185835046'), 'Action'))
('49280', (('100090', '3.5', '1185835046'), 'Thriller'))
('5589', (('100111', '1.0', '1039537490'), 'Music'))
('5589', (('100111', '1.0', '1039537490'), 'Comedy'))
('5589', (('100111', '1.0', '1039537490'), 'Family'))
('49280', (('100385', '4.0', '1276210225'), 'Fantasy'))
('49280', (('100385', '4.0', '1276210225'), 'Action'))
('49280', (('100385', '4.0', '1276210225'), 'Thriller'))
('49280', (('100425', '2.0', '1176891094'), 'Fantasy'))
('49280', (('100425', '2.0', '1176891094'), 'Action'))
('49280', (('100425', '2.0', '1176891094'), 'Thriller'))
('49280', (('101223', '3.0', '1237054582'), 'Fantasy'))
('49280', (('101223', '3.0', '1237054582'), 'Action'))
('49280', (('101223', '3.0', '1237054582'), 'Thriller'))
('45527', (('101276', '2.5', '1462783946'), 'Action'))
('45527', (('101276', '2.5', '1462783946'), 'Mystery'))
('45527', (('101276', '2.5', '1462783946'), 'Thriller'))
('45527', (('101276', '2.5', '1462783946'), 'Horror'))
('49280', (('101294', '3.0', '1308100062'), 'Fantasy'))
('49280', (('101294', '3.0', '1308100062'), 'Action'))
('49280', (('101294', '3.0', '1308100062'), 'Thriller'))
('49280', (('101938', '4.0', '1183650032'), 'Fantasy'))
('49280', (('101938', '4.0', '1183650032'), 'Action'))
('49280', (('101938', '4.0', '1183650032'), 'Thriller'))
('5589', (('103767', '3.0', '1058122174'), 'Music'))
('5589', (('103767', '3.0', '1058122174'), 'Comedy'))
('5589', (('103767', '3.0', '1058122174'), 'Family'))
('49280', (('104039', '3.0', '1256270230'), 'Fantasy'))
('49280', (('104039', '3.0', '1256270230'), 'Action'))
('49280', (('104039', '3.0', '1256270230'), 'Thriller'))
('49280', (('104069', '3.5', '1187716932'), 'Fantasy'))
('49280', (('104069', '3.5', '1187716932'), 'Action'))
('49280', (('104069', '3.5', '1187716932'), 'Thriller'))
('49280', (('104277', '3.5', '1234594698'), 'Fantasy'))
('49280', (('104277', '3.5', '1234594698'), 'Action'))
('49280', (('104277', '3.5', '1234594698'), 'Thriller'))
('5589', (('104344', '4.0', '1111696152'), 'Music'))
('5589', (('104344', '4.0', '1111696152'), 'Comedy'))
('5589', (('104344', '4.0', '1111696152'), 'Family'))
('5589', (('104441', '3.0', '1039353199'), 'Music'))
('5589', (('104441', '3.0', '1039353199'), 'Comedy'))
('5589', (('104441', '3.0', '1039353199'), 'Family'))
('5589', (('104882', '1.0', '1036980709'), 'Music'))
('5589', (('104882', '1.0', '1036980709'), 'Comedy'))
('5589', (('104882', '1.0', '1036980709'), 'Family'))
('5589', (('105631', '4.0', '1039624024'), 'Music'))
('5589', (('105631', '4.0', '1039624024'), 'Comedy'))
('5589', (('105631', '4.0', '1039624024'), 'Family'))
('5589', (('105700', '3.0', '1070895913'), 'Music'))
('5589', (('105700', '3.0', '1070895913'), 'Comedy'))
('5589', (('105700', '3.0', '1070895913'), 'Family'))
('5589', (('105738', '3.0', '1044558522'), 'Music'))
('5589', (('105738', '3.0', '1044558522'), 'Comedy'))
('5589', (('105738', '3.0', '1044558522'), 'Family'))
('49280', (('105819', '3.0', '1352571220'), 'Fantasy'))
('49280', (('105819', '3.0', '1352571220'), 'Action'))
('49280', (('105819', '3.0', '1352571220'), 'Thriller'))
('49280', (('105907', '3.5', '1211475073'), 'Fantasy'))
('49280', (('105907', '3.5', '1211475073'), 'Action'))
('49280', (('105907', '3.5', '1211475073'), 'Thriller'))
('5589', (('106023', '3.5', '1057518281'), 'Music'))
('5589', (('106023', '3.5', '1057518281'), 'Comedy'))
('5589', (('106023', '3.5', '1057518281'), 'Family'))
('49280', (('106197', '2.5', '1322217354'), 'Fantasy'))
('49280', (('106197', '2.5', '1322217354'), 'Action'))
('49280', (('106197', '2.5', '1322217354'), 'Thriller'))
('49280', (('107192', '3.5', '1297902792'), 'Fantasy'))
('49280', (('107192', '3.5', '1297902792'), 'Action'))
('49280', (('107192', '3.5', '1297902792'), 'Thriller'))
('5589', (('107720', '3.0', '1031344774'), 'Music'))
('5589', (('107720', '3.0', '1031344774'), 'Comedy'))
('5589', (('107720', '3.0', '1031344774'), 'Family'))
('49280', (('107819', '3.5', '1444929221'), 'Fantasy'))
('49280', (('107819', '3.5', '1444929221'), 'Action'))
('49280', (('107819', '3.5', '1444929221'), 'Thriller'))
('49280', (('108965', '4.0', '1178385695'), 'Fantasy'))
('49280', (('108965', '4.0', '1178385695'), 'Action'))
('49280', (('108965', '4.0', '1178385695'), 'Thriller'))
('5589', (('109016', '3.0', '1176006243'), 'Music'))
('5589', (('109016', '3.0', '1176006243'), 'Comedy'))
('5589', (('109016', '3.0', '1176006243'), 'Family'))
('49280', (('109128', '3.5', '1377845120'), 'Fantasy'))
('49280', (('109128', '3.5', '1377845120'), 'Action'))
('49280', (('109128', '3.5', '1377845120'), 'Thriller'))
('49280', (('109241', '4.0', '1310290114'), 'Fantasy'))
('49280', (('109241', '4.0', '1310290114'), 'Action'))
('49280', (('109241', '4.0', '1310290114'), 'Thriller'))
('49280', (('109314', '4.5', '1165435795'), 'Fantasy'))
('49280', (('109314', '4.5', '1165435795'), 'Action'))
('49280', (('109314', '4.5', '1165435795'), 'Thriller'))
('49280', (('109350', '4.0', '1229628182'), 'Fantasy'))
('49280', (('109350', '4.0', '1229628182'), 'Action'))
('49280', (('109350', '4.0', '1229628182'), 'Thriller'))
('5589', (('109414', '3.0', '1250907280'), 'Music'))
('5589', (('109414', '3.0', '1250907280'), 'Comedy'))
('5589', (('109414', '3.0', '1250907280'), 'Family'))
('49280', (('109491', '4.0', '1219509614'), 'Fantasy'))
('49280', (('109491', '4.0', '1219509614'), 'Action'))
('49280', (('109491', '4.0', '1219509614'), 'Thriller'))
('5589', (('109819', '2.0', '1049694579'), 'Music'))
('5589', (('109819', '2.0', '1049694579'), 'Comedy'))
('5589', (('109819', '2.0', '1049694579'), 'Family'))
('49280', (('110275', '4.5', '1499615184'), 'Fantasy'))
('49280', (('110275', '4.5', '1499615184'), 'Action'))
('49280', (('110275', '4.5', '1499615184'), 'Thriller'))
('49280', (('110487', '3.5', '1231629119'), 'Fantasy'))
('49280', (('110487', '3.5', '1231629119'), 'Action'))
('49280', (('110487', '3.5', '1231629119'), 'Thriller'))
('5589', (('110992', '4.0', '1082950690'), 'Music'))
('5589', (('110992', '4.0', '1082950690'), 'Comedy'))
('5589', (('110992', '4.0', '1082950690'), 'Family'))
('5589', (('111050', '3.0', '1132811066'), 'Music'))
('5589', (('111050', '3.0', '1132811066'), 'Comedy'))
('5589', (('111050', '3.0', '1132811066'), 'Family'))
('49280', (('111112', '3.5', '1372139929'), 'Fantasy'))
('49280', (('111112', '3.5', '1372139929'), 'Action'))
('49280', (('111112', '3.5', '1372139929'), 'Thriller'))
('49280', (('111264', '3.0', '1177019113'), 'Fantasy'))
('49280', (('111264', '3.0', '1177019113'), 'Action'))
('49280', (('111264', '3.0', '1177019113'), 'Thriller'))
('5589', (('111627', '3.5', '1172276693'), 'Music'))
('5589', (('111627', '3.5', '1172276693'), 'Comedy'))
('5589', (('111627', '3.5', '1172276693'), 'Family'))
('5589', (('111892', '1.0', '1031621663'), 'Music'))
('5589', (('111892', '1.0', '1031621663'), 'Comedy'))
('5589', (('111892', '1.0', '1031621663'), 'Family'))
('5589', (('112200', '3.5', '1136784499'), 'Music'))
('5589', (('112200', '3.5', '1136784499'), 'Comedy'))
('5589', (('112200', '3.5', '1136784499'), 'Family'))
('49280', (('112293', '3.0', '1200823832'), 'Fantasy'))
('49280', (('112293', '3.0', '1200823832'), 'Action'))
('49280', (('112293', '3.0', '1200823832'), 'Thriller'))
('5589', (('112459', '3.0', '1036616058'), 'Music'))
('5589', (('112459', '3.0', '1036616058'), 'Comedy'))
('5589', (('112459', '3.0', '1036616058'), 'Family'))
('49280', (('113156', '4.0', '1167024318'), 'Fantasy'))
('49280', (('113156', '4.0', '1167024318'), 'Action'))
('49280', (('113156', '4.0', '1167024318'), 'Thriller'))
('49280', (('113503', '4.5', '1179427129'), 'Fantasy'))
('49280', (('113503', '4.5', '1179427129'), 'Action'))
('49280', (('113503', '4.5', '1179427129'), 'Thriller'))
('5589', (('113565', '4.0', '1439767157'), 'Music'))
('5589', (('113565', '4.0', '1439767157'), 'Comedy'))
('5589', (('113565', '4.0', '1439767157'), 'Family'))
('5589', (('113644', '3.0', '1033513792'), 'Music'))
('5589', (('113644', '3.0', '1033513792'), 'Comedy'))
('5589', (('113644', '3.0', '1033513792'), 'Family'))
('5589', (('114468', '3.0', '1039202906'), 'Music'))
('5589', (('114468', '3.0', '1039202906'), 'Comedy'))
('5589', (('114468', '3.0', '1039202906'), 'Family'))
('5589', (('114972', '2.0', '1499203786'), 'Music'))
('5589', (('114972', '2.0', '1499203786'), 'Comedy'))
('5589', (('114972', '2.0', '1499203786'), 'Family'))
('5589', (('115584', '4.0', '1152934948'), 'Music'))
('5589', (('115584', '4.0', '1152934948'), 'Comedy'))
('5589', (('115584', '4.0', '1152934948'), 'Family'))
('49280', (('116793', '3.5', '1186898256'), 'Fantasy'))
('49280', (('116793', '3.5', '1186898256'), 'Action'))
('49280', (('116793', '3.5', '1186898256'), 'Thriller'))
('49280', (('116975', '3.5', '1164943022'), 'Fantasy'))
('49280', (('116975', '3.5', '1164943022'), 'Action'))
('49280', (('116975', '3.5', '1164943022'), 'Thriller'))
('5589', (('117140', '4.0', '1036156435'), 'Music'))
('5589', (('117140', '4.0', '1036156435'), 'Comedy'))
('5589', (('117140', '4.0', '1036156435'), 'Family'))
('5589', (('117586', '2.5', '1145740633'), 'Music'))
('5589', (('117586', '2.5', '1145740633'), 'Comedy'))
('5589', (('117586', '2.5', '1145740633'), 'Family'))
('49280', (('117586', '3.5', '1164728024'), 'Fantasy'))
('49280', (('117586', '3.5', '1164728024'), 'Action'))
('49280', (('117586', '3.5', '1164728024'), 'Thriller'))
('49280', (('118524', '3.5', '1449439179'), 'Fantasy'))
('49280', (('118524', '3.5', '1449439179'), 'Action'))
('49280', (('118524', '3.5', '1449439179'), 'Thriller'))
('49280', (('118638', '4.0', '1165116256'), 'Fantasy'))
('49280', (('118638', '4.0', '1165116256'), 'Action'))
('49280', (('118638', '4.0', '1165116256'), 'Thriller'))
('49280', (('119356', '3.5', '1196045481'), 'Fantasy'))
('49280', (('119356', '3.5', '1196045481'), 'Action'))
('49280', (('119356', '3.5', '1196045481'), 'Thriller'))
('49280', (('119630', '4.0', '1165724140'), 'Fantasy'))
('49280', (('119630', '4.0', '1165724140'), 'Action'))
('49280', (('119630', '4.0', '1165724140'), 'Thriller'))
('49280', (('120881', '4.0', '1185300422'), 'Fantasy'))
('49280', (('120881', '4.0', '1185300422'), 'Action'))
('49280', (('120881', '4.0', '1185300422'), 'Thriller'))
('49280', (('121083', '4.0', '1164311440'), 'Fantasy'))
('49280', (('121083', '4.0', '1164311440'), 'Action'))
('49280', (('121083', '4.0', '1164311440'), 'Thriller'))
('49280', (('121309', '4.0', '1269875628'), 'Fantasy'))
('49280', (('121309', '4.0', '1269875628'), 'Action'))
('49280', (('121309', '4.0', '1269875628'), 'Thriller'))
('49280', (('121323', '3.5', '1237725226'), 'Fantasy'))
('49280', (('121323', '3.5', '1237725226'), 'Action'))
('49280', (('121323', '3.5', '1237725226'), 'Thriller'))
('5589', (('121735', '3.5', '1076386586'), 'Music'))
('5589', (('121735', '3.5', '1076386586'), 'Comedy'))
('5589', (('121735', '3.5', '1076386586'), 'Family'))
('49280', (('122208', '3.5', '1441587658'), 'Fantasy'))
('49280', (('122208', '3.5', '1441587658'), 'Action'))
('49280', (('122208', '3.5', '1441587658'), 'Thriller'))
('5589', (('122297', '3.0', '1071189879'), 'Music'))
('5589', (('122297', '3.0', '1071189879'), 'Comedy'))
('5589', (('122297', '3.0', '1071189879'), 'Family'))
('5589', (('122347', '3.0', '1346856179'), 'Music'))
('5589', (('122347', '3.0', '1346856179'), 'Comedy'))
('5589', (('122347', '3.0', '1346856179'), 'Family'))
('49280', (('122726', '3.0', '1169360110'), 'Fantasy'))
('49280', (('122726', '3.0', '1169360110'), 'Action'))
('49280', (('122726', '3.0', '1169360110'), 'Thriller'))
('49280', (('122729', '4.0', '1181616881'), 'Fantasy'))
('49280', (('122729', '4.0', '1181616881'), 'Action'))
('49280', (('122729', '4.0', '1181616881'), 'Thriller'))
('5589', (('122780', '4.0', '1031196129'), 'Music'))
('5589', (('122780', '4.0', '1031196129'), 'Comedy'))
('5589', (('122780', '4.0', '1031196129'), 'Family'))
('49280', (('123121', '4.5', '1462216540'), 'Fantasy'))
('49280', (('123121', '4.5', '1462216540'), 'Action'))
('49280', (('123121', '4.5', '1462216540'), 'Thriller'))
('49280', (('123210', '3.5', '1264811509'), 'Fantasy'))
('49280', (('123210', '3.5', '1264811509'), 'Action'))
('49280', (('123210', '3.5', '1264811509'), 'Thriller'))
('5589', (('123364', '1.5', '1060533393'), 'Music'))
('5589', (('123364', '1.5', '1060533393'), 'Comedy'))
('5589', (('123364', '1.5', '1060533393'), 'Family'))
('49280', (('123786', '2.5', '1181483245'), 'Fantasy'))
('49280', (('123786', '2.5', '1181483245'), 'Action'))
('49280', (('123786', '2.5', '1181483245'), 'Thriller'))
('49280', (('123852', '3.0', '1304158930'), 'Fantasy'))
('49280', (('123852', '3.0', '1304158930'), 'Action'))
('49280', (('123852', '3.0', '1304158930'), 'Thriller'))
('49280', (('124032', '4.0', '1424151951'), 'Fantasy'))
('49280', (('124032', '4.0', '1424151951'), 'Action'))
('49280', (('124032', '4.0', '1424151951'), 'Thriller'))
('49280', (('124762', '3.5', '1188936957'), 'Fantasy'))
('49280', (('124762', '3.5', '1188936957'), 'Action'))
('49280', (('124762', '3.5', '1188936957'), 'Thriller'))
('5589', (('125091', '3.0', '1033692436'), 'Music'))
('5589', (('125091', '3.0', '1033692436'), 'Comedy'))
('5589', (('125091', '3.0', '1033692436'), 'Family'))
('5589', (('125356', '3.5', '1076819366'), 'Music'))
('5589', (('125356', '3.5', '1076819366'), 'Comedy'))
('5589', (('125356', '3.5', '1076819366'), 'Family'))
('49280', (('126334', '4.0', '1184570326'), 'Fantasy'))
('49280', (('126334', '4.0', '1184570326'), 'Action'))
('49280', (('126334', '4.0', '1184570326'), 'Thriller'))
('45527', (('126523', '3.0', '1488933636'), 'Action'))
('45527', (('126523', '3.0', '1488933636'), 'Mystery'))
('45527', (('126523', '3.0', '1488933636'), 'Thriller'))
('45527', (('126523', '3.0', '1488933636'), 'Horror'))
('49280', (('126655', '5.0', '1378397288'), 'Fantasy'))
('49280', (('126655', '5.0', '1378397288'), 'Action'))
('49280', (('126655', '5.0', '1378397288'), 'Thriller'))
('49280', (('127346', '3.0', '1329875940'), 'Fantasy'))
('49280', (('127346', '3.0', '1329875940'), 'Action'))
('49280', (('127346', '3.0', '1329875940'), 'Thriller'))
('49280', (('127581', '2.0', '1466578962'), 'Fantasy'))
('49280', (('127581', '2.0', '1466578962'), 'Action'))
('49280', (('127581', '2.0', '1466578962'), 'Thriller'))
('49280', (('129649', '3.0', '1285889947'), 'Fantasy'))
('49280', (('129649', '3.0', '1285889947'), 'Action'))
('49280', (('129649', '3.0', '1285889947'), 'Thriller'))
('49280', (('130412', '2.5', '1438584129'), 'Fantasy'))
('49280', (('130412', '2.5', '1438584129'), 'Action'))
('49280', (('130412', '2.5', '1438584129'), 'Thriller'))
('49280', (('130418', '4.0', '1183378767'), 'Fantasy'))
('49280', (('130418', '4.0', '1183378767'), 'Action'))
('49280', (('130418', '4.0', '1183378767'), 'Thriller'))
('49280', (('130662', '5.0', '1374119581'), 'Fantasy'))
('49280', (('130662', '5.0', '1374119581'), 'Action'))
('49280', (('130662', '5.0', '1374119581'), 'Thriller'))
('5589', (('131384', '3.5', '1106353127'), 'Music'))
('5589', (('131384', '3.5', '1106353127'), 'Comedy'))
('5589', (('131384', '3.5', '1106353127'), 'Family'))
('5589', (('131714', '3.0', '1106683332'), 'Music'))
('5589', (('131714', '3.0', '1106683332'), 'Comedy'))
('5589', (('131714', '3.0', '1106683332'), 'Family'))
('49280', (('132062', '2.0', '1169954796'), 'Fantasy'))
('49280', (('132062', '2.0', '1169954796'), 'Action'))
('49280', (('132062', '2.0', '1169954796'), 'Thriller'))
('5589', (('132429', '3.5', '1058155276'), 'Music'))
('5589', (('132429', '3.5', '1058155276'), 'Comedy'))
('5589', (('132429', '3.5', '1058155276'), 'Family'))
('49280', (('133182', '3.5', '1225493216'), 'Fantasy'))
('49280', (('133182', '3.5', '1225493216'), 'Action'))
('49280', (('133182', '3.5', '1225493216'), 'Thriller'))
('49280', (('134066', '3.5', '1193936745'), 'Fantasy'))
('49280', (('134066', '3.5', '1193936745'), 'Action'))
('49280', (('134066', '3.5', '1193936745'), 'Thriller'))
('5589', (('134151', '2.0', '1036881411'), 'Music'))
('5589', (('134151', '2.0', '1036881411'), 'Comedy'))
('5589', (('134151', '2.0', '1036881411'), 'Family'))
('5589', (('134931', '3.0', '1053118628'), 'Music'))
('5589', (('134931', '3.0', '1053118628'), 'Comedy'))
('5589', (('134931', '3.0', '1053118628'), 'Family'))
('49280', (('135487', '3.0', '1228074418'), 'Fantasy'))
('49280', (('135487', '3.0', '1228074418'), 'Action'))
('49280', (('135487', '3.0', '1228074418'), 'Thriller'))
('49280', (('135829', '4.0', '1357670958'), 'Fantasy'))
('49280', (('135829', '4.0', '1357670958'), 'Action'))
('49280', (('135829', '4.0', '1357670958'), 'Thriller'))
('49280', (('136403', '1.0', '1219319555'), 'Fantasy'))
('49280', (('136403', '1.0', '1219319555'), 'Action'))
('49280', (('136403', '1.0', '1219319555'), 'Thriller'))
('49280', (('136606', '4.0', '1201646043'), 'Fantasy'))
('49280', (('136606', '4.0', '1201646043'), 'Action'))
('49280', (('136606', '4.0', '1201646043'), 'Thriller'))
('5589', (('137932', '3.0', '1039930666'), 'Music'))
('5589', (('137932', '3.0', '1039930666'), 'Comedy'))
('5589', (('137932', '3.0', '1039930666'), 'Family'))
('49280', (('137950', '3.0', '1173366703'), 'Fantasy'))
('49280', (('137950', '3.0', '1173366703'), 'Action'))
('49280', (('137950', '3.0', '1173366703'), 'Thriller'))
('5589', (('138831', '4.0', '1107294228'), 'Music'))
('5589', (('138831', '4.0', '1107294228'), 'Comedy'))
('5589', (('138831', '4.0', '1107294228'), 'Family'))
('49280', (('138897', '4.5', '1233797278'), 'Fantasy'))
('49280', (('138897', '4.5', '1233797278'), 'Action'))
('49280', (('138897', '4.5', '1233797278'), 'Thriller'))
('5589', (('139096', '3.5', '1120632178'), 'Music'))
('5589', (('139096', '3.5', '1120632178'), 'Comedy'))
('5589', (('139096', '3.5', '1120632178'), 'Family'))
('49280', (('139161', '4.0', '1229201303'), 'Fantasy'))
('49280', (('139161', '4.0', '1229201303'), 'Action'))
('49280', (('139161', '4.0', '1229201303'), 'Thriller'))
('5589', (('139760', '3.0', '1058043508'), 'Music'))
('5589', (('139760', '3.0', '1058043508'), 'Comedy'))
('5589', (('139760', '3.0', '1058043508'), 'Family'))
('5589', (('139925', '4.0', '1034518343'), 'Music'))
('5589', (('139925', '4.0', '1034518343'), 'Comedy'))
('5589', (('139925', '4.0', '1034518343'), 'Family'))
('49280', (('139925', '4.0', '1184680801'), 'Fantasy'))
('49280', (('139925', '4.0', '1184680801'), 'Action'))
('49280', (('139925', '4.0', '1184680801'), 'Thriller'))
('5589', (('140318', '4.0', '1037627431'), 'Music'))
('5589', (('140318', '4.0', '1037627431'), 'Comedy'))
('5589', (('140318', '4.0', '1037627431'), 'Family'))
('5589', (('140345', '4.0', '1036098459'), 'Music'))
('5589', (('140345', '4.0', '1036098459'), 'Comedy'))
('5589', (('140345', '4.0', '1036098459'), 'Family'))
('5589', (('141589', '2.0', '1310594803'), 'Music'))
('5589', (('141589', '2.0', '1310594803'), 'Comedy'))
('5589', (('141589', '2.0', '1310594803'), 'Family'))
('49280', (('141755', '3.0', '1310397133'), 'Fantasy'))
('49280', (('141755', '3.0', '1310397133'), 'Action'))
('49280', (('141755', '3.0', '1310397133'), 'Thriller'))
('49280', (('141984', '3.5', '1179824920'), 'Fantasy'))
('49280', (('141984', '3.5', '1179824920'), 'Action'))
('49280', (('141984', '3.5', '1179824920'), 'Thriller'))
('49280', (('141989', '2.0', '1434765489'), 'Fantasy'))
('49280', (('141989', '2.0', '1434765489'), 'Action'))
('49280', (('141989', '2.0', '1434765489'), 'Thriller'))
('5589', (('142026', '3.5', '1118416338'), 'Music'))
('5589', (('142026', '3.5', '1118416338'), 'Comedy'))
('5589', (('142026', '3.5', '1118416338'), 'Family'))
('5589', (('142343', '3.0', '1044681941'), 'Music'))
('5589', (('142343', '3.0', '1044681941'), 'Comedy'))
('5589', (('142343', '3.0', '1044681941'), 'Family'))
('49280', (('143026', '3.5', '1178334939'), 'Fantasy'))
('49280', (('143026', '3.5', '1178334939'), 'Action'))
('49280', (('143026', '3.5', '1178334939'), 'Thriller'))
('5589', (('143679', '2.5', '1067825966'), 'Music'))
('5589', (('143679', '2.5', '1067825966'), 'Comedy'))
('5589', (('143679', '2.5', '1067825966'), 'Family'))
('5589', (('143898', '4.0', '1059427298'), 'Music'))
('5589', (('143898', '4.0', '1059427298'), 'Comedy'))
('5589', (('143898', '4.0', '1059427298'), 'Family'))
('49280', (('144004', '4.5', '1201293049'), 'Fantasy'))
('49280', (('144004', '4.5', '1201293049'), 'Action'))
('49280', (('144004', '4.5', '1201293049'), 'Thriller'))
('5589', (('144248', '4.0', '1067406639'), 'Music'))
('5589', (('144248', '4.0', '1067406639'), 'Comedy'))
('5589', (('144248', '4.0', '1067406639'), 'Family'))
('49280', (('144375', '3.5', '1211790925'), 'Fantasy'))
('49280', (('144375', '3.5', '1211790925'), 'Action'))
('49280', (('144375', '3.5', '1211790925'), 'Thriller'))
('49280', (('144501', '4.0', '1176172986'), 'Fantasy'))
('49280', (('144501', '4.0', '1176172986'), 'Action'))
('49280', (('144501', '4.0', '1176172986'), 'Thriller'))
('49280', (('145932', '4.0', '1335673985'), 'Fantasy'))
('49280', (('145932', '4.0', '1335673985'), 'Action'))
('49280', (('145932', '4.0', '1335673985'), 'Thriller'))
('5589', (('146270', '2.0', '1037816454'), 'Music'))
('5589', (('146270', '2.0', '1037816454'), 'Comedy'))
('5589', (('146270', '2.0', '1037816454'), 'Family'))
('5589', (('146355', '3.0', '1086593028'), 'Music'))
('5589', (('146355', '3.0', '1086593028'), 'Comedy'))
('5589', (('146355', '3.0', '1086593028'), 'Family'))
('5589', (('146441', '1.0', '1042530255'), 'Music'))
('5589', (('146441', '1.0', '1042530255'), 'Comedy'))
('5589', (('146441', '1.0', '1042530255'), 'Family'))
('49280', (('146800', '3.5', '1230972257'), 'Fantasy'))
('49280', (('146800', '3.5', '1230972257'), 'Action'))
('49280', (('146800', '3.5', '1230972257'), 'Thriller'))
('5589', (('147579', '4.0', '1032787990'), 'Music'))
('5589', (('147579', '4.0', '1032787990'), 'Comedy'))
('5589', (('147579', '4.0', '1032787990'), 'Family'))
('5589', (('148108', '3.5', '1312582361'), 'Music'))
('5589', (('148108', '3.5', '1312582361'), 'Comedy'))
('5589', (('148108', '3.5', '1312582361'), 'Family'))
('49280', (('148358', '3.5', '1231104904'), 'Fantasy'))
('49280', (('148358', '3.5', '1231104904'), 'Action'))
('49280', (('148358', '3.5', '1231104904'), 'Thriller'))
('5589', (('148427', '2.0', '1043969142'), 'Music'))
('5589', (('148427', '2.0', '1043969142'), 'Comedy'))
('5589', (('148427', '2.0', '1043969142'), 'Family'))
('49280', (('148585', '3.5', '1395725178'), 'Fantasy'))
